Datetime,Position,Close,Signal-10 PnL,Short,Long,Capital,,Backtest,,
2023-02-09 18:30:00+00:00,Long,12422.07617,158.5888672,158.5888672,0,13378.99023,,,,
2023-02-13 15:30:00+00:00,Short,12480.78613,58.70996094,0,58.70996094,13437.7002,,,,
2023-02-16 19:30:00+00:00,Long,12479.11328,1.672851563,1.672851563,0,13439.37305,,,,
2023-02-23 19:30:00+00:00,Short,12214.70117,-264.4121094,0,-264.4121094,13174.96094,,,,
2023-02-24 14:30:00+00:00,Long,11933.06348,281.6376953,281.6376953,0,13456.59863,,,,
2023-02-27 16:30:00+00:00,Short,12069.40137,136.3378906,0,136.3378906,13592.93652,,,,
2023-02-27 18:30:00+00:00,Long,12093.74023,-24.33886719,-24.33886719,0,13568.59766,,,,
2023-02-28 14:30:00+00:00,Short,12044.77051,-48.96972656,0,-48.96972656,13519.62793,,,,
2023-03-01 14:30:00+00:00,Long,11953.14453,91.62597656,91.62597656,0,13611.25391,,,,
2023-03-02 18:30:00+00:00,Short,12022.17773,69.03320313,0,69.03320313,13680.28711,,,,
2023-03-07 15:30:00+00:00,Long,12203.61621,-181.4384766,-181.4384766,0,13498.84863,,,,
2023-03-09 14:30:00+00:00,Short,12296.79102,93.17480469,0,93.17480469,13592.02344,,,,
2023-03-09 16:30:00+00:00,Long,12275.19531,21.59570313,21.59570313,0,13613.61914,,,,
2023-03-14 13:30:00+00:00,Short,12169.3125,-105.8828125,0,-105.8828125,13507.73633,,,,
2023-03-15 14:30:00+00:00,Long,12113.0166,56.29589844,56.29589844,0,13564.03223,,,,
2023-03-15 16:30:00+00:00,Short,12151.94531,38.92871094,0,38.92871094,13602.96094,,,,
2023-03-20 15:30:00+00:00,Long,12475.44043,-323.4951172,-323.4951172,0,13279.46582,,,,
2023-03-20 17:30:00+00:00,Short,12537.68848,62.24804688,0,62.24804688,13341.71387,,,,
2023-03-20 18:30:00+00:00,Long,12532.95313,4.735351563,4.735351563,0,13346.44922,,,,
2023-03-20 19:30:00+00:00,Short,12561.21094,28.2578125,0,28.2578125,13374.70703,,,,
2023-03-22 19:30:00+00:00,Long,12566.27832,-5.067382813,-5.067382813,0,13369.63965,,,,
2023-03-23 14:30:00+00:00,Short,12845.41113,279.1328125,0,279.1328125,13648.77246,,,,
2023-03-23 16:30:00+00:00,Long,12791.83105,53.58007813,53.58007813,0,13702.35254,,,,
2023-03-24 16:30:00+00:00,Short,12692.23633,-99.59472656,0,-99.59472656,13602.75781,,,,
2023-03-24 17:30:00+00:00,Long,12707.88477,-15.6484375,-15.6484375,0,13587.10938,,,,
2023-03-24 18:30:00+00:00,Short,12758.00098,50.11621094,0,50.11621094,13637.22559,,,,
2023-03-27 14:30:00+00:00,Long,12725.99512,32.00585938,32.00585938,0,13669.23145,,,,
2023-03-27 16:30:00+00:00,Short,12682.29688,-43.69824219,0,-43.69824219,13625.5332,,,,
2023-03-28 17:30:00+00:00,Long,12548.78613,133.5107422,133.5107422,0,13759.04395,,,,
2023-03-29 13:30:00+00:00,Short,12766.77832,217.9921875,0,217.9921875,13977.03613,,,,
2023-04-04 15:30:00+00:00,Long,13096.96875,-330.1904297,-330.1904297,0,13646.8457,,,,
2023-04-10 14:30:00+00:00,Short,12955.69824,-141.2705078,0,-141.2705078,13505.5752,,,,
2023-04-12 18:30:00+00:00,Long,12845.78418,109.9140625,109.9140625,0,13615.48926,,,,
2023-04-13 17:30:00+00:00,Short,13100.9873,255.203125,0,255.203125,13870.69238,,,,
2023-04-14 13:30:00+00:00,Long,13043.67188,57.31542969,57.31542969,0,13928.00781,,,,
2023-04-14 14:30:00+00:00,Short,13036.98828,-6.68359375,0,-6.68359375,13921.32422,,,,
2023-04-14 15:30:00+00:00,Long,13008.9082,28.08007813,28.08007813,0,13949.4043,,,,
2023-04-14 17:30:00+00:00,Short,13053.13379,44.22558594,0,44.22558594,13993.62988,,,,
2023-04-17 15:30:00+00:00,Long,12995.9082,57.22558594,57.22558594,0,14050.85547,,,,
2023-04-17 19:30:00+00:00,Short,13086.82227,90.9140625,0,90.9140625,14141.76953,,,,
2023-04-19 13:30:00+00:00,Long,13020.85449,65.96777344,65.96777344,0,14207.7373,,,,
2023-04-19 15:30:00+00:00,Short,13094.4834,73.62890625,0,73.62890625,14281.36621,,,,
2023-04-19 18:30:00+00:00,Long,13106.78223,-12.29882813,-12.29882813,0,14269.06738,,,,
2023-04-20 16:30:00+00:00,Short,13101.39648,-5.385742188,0,-5.385742188,14263.68164,,,,
2023-04-20 17:30:00+00:00,Long,13018.4209,82.97558594,82.97558594,0,14346.65723,,,,
2023-04-24 13:30:00+00:00,Short,13003.13672,-15.28417969,0,-15.28417969,14331.37305,,,,
2023-04-24 14:30:00+00:00,Long,12911.85547,91.28125,91.28125,0,14422.6543,,,,
2023-04-24 18:30:00+00:00,Short,12963.49512,51.63964844,0,51.63964844,14474.29395,,,,
2023-04-25 13:30:00+00:00,Long,12863.74902,99.74609375,99.74609375,0,14574.04004,,,,
2023-04-27 16:30:00+00:00,Short,13108.69629,244.9472656,0,244.9472656,14818.9873,,,,
2023-05-02 13:30:00+00:00,Long,13138.14844,-29.45214844,-29.45214844,0,14789.53516,,,,
2023-05-04 14:30:00+00:00,Short,13005.21289,-132.9355469,0,-132.9355469,14656.59961,,,,
2023-05-04 16:30:00+00:00,Long,13041.78613,-36.57324219,-36.57324219,0,14620.02637,,,,
2023-05-04 17:30:00+00:00,Short,12998.51953,-43.26660156,0,-43.26660156,14576.75977,,,,
2023-05-04 18:30:00+00:00,Long,12997.41895,1.100585938,1.100585938,0,14577.86035,,,,
2023-05-05 13:30:00+00:00,Short,13167.98438,170.5654297,0,170.5654297,14748.42578,,,,
2023-05-09 17:30:00+00:00,Long,13223.49707,-55.51269531,-55.51269531,0,14692.91309,,,,
2023-05-10 13:30:00+00:00,Short,13336.09082,112.59375,0,112.59375,14805.50684,,,,
2023-05-10 16:30:00+00:00,Long,13215.57031,120.5205078,120.5205078,0,14926.02734,,,,
2023-05-10 17:30:00+00:00,Short,13288.52246,72.95214844,0,72.95214844,14998.97949,,,,
2023-05-12 13:30:00+00:00,Long,13350.27051,-61.74804688,-61.74804688,0,14937.23145,,,,
2023-05-12 16:30:00+00:00,Short,13297.24219,-53.02832031,0,-53.02832031,14884.20313,,,,
2023-05-12 17:30:00+00:00,Long,13270.58789,26.65429688,26.65429688,0,14910.85742,,,,
2023-05-15 14:30:00+00:00,Short,13373.11621,102.5283203,0,102.5283203,15013.38574,,,,
2023-05-16 19:30:00+00:00,Long,13426.87793,-53.76171875,-53.76171875,0,14959.62402,,,,
2023-05-17 15:30:00+00:00,Short,13494.83008,67.95214844,0,67.95214844,15027.57617,,,,
2023-05-22 19:30:00+00:00,Long,13850.24219,-355.4121094,-355.4121094,0,14672.16406,,,,
2023-05-26 13:30:00+00:00,Short,14163.96191,313.7197266,0,313.7197266,14985.88379,,,,
2023-05-31 13:30:00+00:00,Long,14261.02051,-97.05859375,-97.05859375,0,14888.8252,,,,
2023-06-01 14:30:00+00:00,Short,14351.44434,90.42382813,0,90.42382813,14979.24902,,,,
2023-06-06 16:30:00+00:00,Long,14542.80859,-191.3642578,-191.3642578,0,14787.88477,,,,
2023-06-06 17:30:00+00:00,Short,14546.32813,3.51953125,0,3.51953125,14791.4043,,,,
2023-06-07 14:30:00+00:00,Long,14462.12793,84.20019531,84.20019531,0,14875.60449,,,,
2023-06-09 13:30:00+00:00,Short,14656.7334,194.6054688,0,194.6054688,15070.20996,,,,
2023-06-09 14:30:00+00:00,Long,14540.93457,115.7988281,115.7988281,0,15186.00879,,,,
2023-06-09 15:30:00+00:00,Short,14507.80762,-33.12695313,0,-33.12695313,15152.88184,,,,
2023-06-20 13:30:00+00:00,Long,14957.01367,-449.2060547,-449.2060547,0,14703.67578,,,,
2023-06-27 13:30:00+00:00,Short,14767.76953,-189.2441406,0,-189.2441406,14514.43164,,,,
2023-06-29 17:30:00+00:00,Long,14913.44824,-145.6787109,-145.6787109,0,14368.75293,,,,
2023-06-29 19:30:00+00:00,Short,14940.00195,26.55371094,0,26.55371094,14395.30664,,,,
2023-07-05 17:30:00+00:00,Long,15189.58789,-249.5859375,-249.5859375,0,14145.7207,,,,
2023-07-05 18:30:00+00:00,Short,15229.70117,40.11328125,0,40.11328125,14185.83398,,,,
2023-07-05 19:30:00+00:00,Long,15202.74805,26.953125,26.953125,0,14212.78711,,,,
2023-07-10 13:30:00+00:00,Short,15034.44141,-168.3066406,0,-168.3066406,14044.48047,,,,
2023-07-19 16:30:00+00:00,Long,15813.25488,-778.8134766,-778.8134766,0,13265.66699,,,,
2023-07-20 15:30:00+00:00,Short,15593.90625,-219.3486328,0,-219.3486328,13046.31836,,,,
2023-07-20 17:30:00+00:00,Long,15497.125,96.78125,96.78125,0,13143.09961,,,,
2023-07-21 16:30:00+00:00,Short,15508.62793,11.50292969,0,11.50292969,13154.60254,,,,
2023-07-21 17:30:00+00:00,Long,15481.11621,27.51171875,27.51171875,0,13182.11426,,,,
2023-07-24 17:30:00+00:00,Short,15465.95117,-15.16503906,0,-15.16503906,13166.94922,,,,
2023-07-27 16:30:00+00:00,Long,15639.83887,-173.8876953,-173.8876953,0,12993.06152,,,,
2023-07-28 13:30:00+00:00,Short,15691.72559,51.88671875,0,51.88671875,13044.94824,,,,
2023-07-31 13:30:00+00:00,Long,15759.59473,-67.86914063,-67.86914063,0,12977.0791,,,,
2023-07-31 16:30:00+00:00,Short,15730.46484,-29.12988281,0,-29.12988281,12947.94922,,,,
2023-08-01 13:30:00+00:00,Long,15683.66895,46.79589844,46.79589844,0,12994.74512,,,,
2023-08-04 15:30:00+00:00,Short,15505.08203,-178.5869141,0,-178.5869141,12816.1582,,,,
2023-08-04 16:30:00+00:00,Long,15466.63672,38.4453125,38.4453125,0,12854.60352,,,,
2023-08-07 13:30:00+00:00,Short,15343.96191,-122.6748047,0,-122.6748047,12731.92871,,,,
2023-08-07 14:30:00+00:00,Long,15280.28809,63.67382813,63.67382813,0,12795.60254,,,,
2023-08-08 19:30:00+00:00,Short,15273.75391,-6.534179688,0,-6.534179688,12789.06836,,,,
2023-08-09 13:30:00+00:00,Long,15207.55469,66.19921875,66.19921875,0,12855.26758,,,,
2023-08-10 13:30:00+00:00,Short,15324.80469,117.25,0,117.25,12972.51758,,,,
2023-08-10 16:30:00+00:00,Long,15131.83496,192.9697266,192.9697266,0,13165.4873,,,,
2023-08-14 19:30:00+00:00,Short,15205.8916,74.05664063,0,74.05664063,13239.54395,,,,
2023-08-15 13:30:00+00:00,Long,15071.19336,134.6982422,134.6982422,0,13374.24219,,,,
2023-08-15 14:30:00+00:00,Short,15109.31934,38.12597656,0,38.12597656,13412.36816,,,,
2023-08-15 16:30:00+00:00,Long,15113.61328,-4.293945313,-4.293945313,0,13408.07422,,,,
2023-08-21 17:30:00+00:00,Short,14903.25,-210.3632813,0,-210.3632813,13197.71094,,,,
2023-08-24 16:30:00+00:00,Long,14927.50293,-24.25292969,-24.25292969,0,13173.45801,,,,
2023-08-28 13:30:00+00:00,Short,15049.8623,122.359375,0,122.359375,13295.81738,,,,
2023-09-05 13:30:00+00:00,Long,15464.60938,-414.7470703,-414.7470703,0,12881.07031,,,,
2023-09-05 15:30:00+00:00,Short,15515.16016,50.55078125,0,50.55078125,12931.62109,,,,
2023-09-05 16:30:00+00:00,Long,15502.87012,12.29003906,12.29003906,0,12943.91113,,,,
2023-09-05 17:30:00+00:00,Short,15550.3252,47.45507813,0,47.45507813,12991.36621,,,,
2023-09-05 18:30:00+00:00,Long,15522.76953,27.55566406,27.55566406,0,13018.92188,,,,
2023-09-05 19:30:00+00:00,Short,15506.09082,-16.67871094,0,-16.67871094,13002.24316,,,,
2023-09-06 13:30:00+00:00,Long,15366.05371,140.0371094,140.0371094,0,13142.28027,,,,
2023-09-08 13:30:00+00:00,Short,15360.82324,-5.23046875,0,-5.23046875,13137.0498,,,,
2023-09-08 14:30:00+00:00,Long,15341.98633,18.83691406,18.83691406,0,13155.88672,,,,
2023-09-11 13:30:00+00:00,Short,15365.47266,23.48632813,0,23.48632813,13179.37305,,,,
2023-09-12 14:30:00+00:00,Long,15337.20117,28.27148438,28.27148438,0,13207.64453,,,,
2023-09-12 15:30:00+00:00,Short,15358.12793,20.92675781,0,20.92675781,13228.57129,,,,
2023-09-13 13:30:00+00:00,Long,15322.01074,36.1171875,36.1171875,0,13264.68848,,,,
2023-09-14 14:30:00+00:00,Short,15462.65625,140.6455078,0,140.6455078,13405.33398,,,,
2023-09-15 14:30:00+00:00,Long,15243.28223,219.3740234,219.3740234,0,13624.70801,,,,
2023-09-20 15:30:00+00:00,Short,15190.06738,-53.21484375,0,-53.21484375,13571.49316,,,,
2023-09-20 17:30:00+00:00,Long,15150.95703,39.11035156,39.11035156,0,13610.60352,,,,
2023-09-25 18:30:00+00:00,Short,14722.87207,-428.0849609,0,-428.0849609,13182.51855,,,,
2023-09-26 13:30:00+00:00,Long,14603.95215,118.9199219,118.9199219,0,13301.43848,,,,
2023-09-27 13:30:00+00:00,Short,14603.69434,-0.2578125,0,-0.2578125,13301.18066,,,,
2023-09-27 14:30:00+00:00,Long,14576.67676,27.01757813,27.01757813,0,13328.19824,,,,
2023-09-28 14:30:00+00:00,Short,14667.75293,91.07617188,0,91.07617188,13419.27441,,,,
2023-10-02 15:30:00+00:00,Long,14762.6875,-94.93457031,-94.93457031,0,13324.33984,,,,
2023-10-05 13:30:00+00:00,Short,14662.81445,-99.87304688,0,-99.87304688,13224.4668,,,,
2023-10-12 13:30:00+00:00,Long,15289.73242,-626.9179688,-626.9179688,0,12597.54883,,,,
2023-10-16 16:30:00+00:00,Short,15138.76855,-150.9638672,0,-150.9638672,12446.58496,,,,
2023-10-18 13:30:00+00:00,Long,15042.72754,96.04101563,96.04101563,0,12542.62598,,,,
2023-10-24 13:30:00+00:00,Short,14742.55273,-300.1748047,0,-300.1748047,12242.45117,,,,
2023-10-24 16:30:00+00:00,Long,14672.53125,70.02148438,70.02148438,0,12312.47266,,,,
2023-10-24 17:30:00+00:00,Short,14706.4375,33.90625,0,33.90625,12346.37891,,,,
2023-10-25 13:30:00+00:00,Long,14519.93652,186.5009766,186.5009766,0,12532.87988,,,,
2023-10-30 18:30:00+00:00,Short,14365.19043,-154.7460938,0,-154.7460938,12378.13379,,,,
2023-11-07 16:30:00+00:00,Long,15273.18652,-907.9960938,-907.9960938,0,11470.1377,,,,
2023-11-07 17:30:00+00:00,Short,15316.17578,42.98925781,0,42.98925781,11513.12695,,,,
2023-11-08 16:30:00+00:00,Long,15242.02051,74.15527344,74.15527344,0,11587.28223,,,,
2023-11-08 17:30:00+00:00,Short,15283.38672,41.36621094,0,41.36621094,11628.64844,,,,
2023-11-09 14:30:00+00:00,Long,15293.65234,-10.265625,-10.265625,0,11618.38281,,,,
2023-11-09 15:30:00+00:00,Short,15340.3252,46.67285156,0,46.67285156,11665.05566,,,,
2023-11-09 17:30:00+00:00,Long,15311.79004,28.53515625,28.53515625,0,11693.59082,,,,
2023-11-10 16:30:00+00:00,Short,15408.45313,96.66308594,0,96.66308594,11790.25391,,,,
2023-11-16 14:30:00+00:00,Long,15815.74609,-407.2929688,-407.2929688,0,11382.96094,,,,
2023-11-16 16:30:00+00:00,Short,15811.78223,-3.963867188,0,-3.963867188,11378.99707,,,,
2023-11-17 14:30:00+00:00,Long,15809.56641,2.215820313,2.215820313,0,11381.21289,,,,
2023-11-20 14:30:00+00:00,Short,15902.93359,93.3671875,0,93.3671875,11474.58008,,,,
2023-11-22 19:30:00+00:00,Long,16009.40527,-106.4716797,-106.4716797,0,11368.1084,,,,
2023-11-22 20:30:00+00:00,Short,16001.37207,-8.033203125,0,-8.033203125,11360.0752,,,,
2023-11-27 18:30:00+00:00,Long,15997.17676,4.1953125,4.1953125,0,11364.27051,,,,
2023-11-28 15:30:00+00:00,Short,16000.73242,3.555664063,0,3.555664063,11367.82617,,,,
2023-11-28 17:30:00+00:00,Long,15962.40527,38.32714844,38.32714844,0,11406.15332,,,,
2023-11-29 14:30:00+00:00,Short,16070.79297,108.3876953,0,108.3876953,11514.54102,,,,
2023-11-29 15:30:00+00:00,Long,16006.19629,64.59667969,64.59667969,0,11579.1377,,,,
2023-11-29 16:30:00+00:00,Short,16051.19824,45.00195313,0,45.00195313,11624.13965,,,,
2023-11-29 19:30:00+00:00,Long,15985.90332,65.29492188,65.29492188,0,11689.43457,,,,
2023-11-29 20:30:00+00:00,Short,15988.11621,2.212890625,0,2.212890625,11691.64746,,,,
2023-11-30 14:30:00+00:00,Long,15915.51074,72.60546875,72.60546875,0,11764.25293,,,,
2023-11-30 20:30:00+00:00,Short,15950.1416,34.63085938,0,34.63085938,11798.88379,,,,
2023-12-01 14:30:00+00:00,Long,15848.63867,101.5029297,101.5029297,0,11900.38672,,,,
2023-12-01 15:30:00+00:00,Short,15929.68164,81.04296875,0,81.04296875,11981.42969,,,,
2023-12-05 15:30:00+00:00,Long,15852.62402,77.05761719,77.05761719,0,12058.4873,,,,
2023-12-06 14:30:00+00:00,Short,15870.39258,17.76855469,0,17.76855469,12076.25586,,,,
2023-12-06 19:30:00+00:00,Long,15802.35449,68.03808594,68.03808594,0,12144.29395,,,,
2023-12-07 14:30:00+00:00,Short,15973.19238,170.8378906,0,170.8378906,12315.13184,,,,
2023-12-08 15:30:00+00:00,Long,16034.22461,-61.03222656,-61.03222656,0,12254.09961,,,,
2023-12-08 17:30:00+00:00,Short,16061.54395,27.31933594,0,27.31933594,12281.41895,,,,
2023-12-15 20:30:00+00:00,Long,16607.10938,-545.5654297,-545.5654297,0,11735.85352,,,,
2023-12-18 17:30:00+00:00,Short,16738.54492,131.4355469,0,131.4355469,11867.28906,,,,
2023-12-20 19:30:00+00:00,Long,16587.65234,150.8925781,150.8925781,0,12018.18164,,,,
2023-12-22 19:30:00+00:00,Short,16789.73047,202.078125,0,202.078125,12220.25977,,,,
2023-12-28 19:30:00+00:00,Long,16912.13867,-122.4082031,-122.4082031,0,12097.85156,,,,
2023-12-29 14:30:00+00:00,Short,16905.1582,-6.98046875,0,-6.98046875,12090.87109,,,,
2023-12-29 15:30:00+00:00,Long,16758.26953,146.8886719,146.8886719,0,12237.75977,,,,
2024-01-08 14:30:00+00:00,Short,16481.57227,-276.6972656,0,-276.6972656,11961.0625,,,,
2024-01-08 15:30:00+00:00,Long,16490.85742,-9.28515625,-9.28515625,0,11951.77734,,,,
2024-01-08 16:30:00+00:00,Short,16525.94531,35.08789063,0,35.08789063,11986.86523,,,,
2024-01-11 15:30:00+00:00,Long,16655.39648,-129.4511719,-129.4511719,0,11857.41406,,,,
2024-01-11 17:30:00+00:00,Short,16745.91602,90.51953125,0,90.51953125,11947.93359,,,,
2024-01-12 18:30:00+00:00,Long,16833.0625,-87.14648438,-87.14648438,0,11860.78711,,,,
2024-01-12 19:30:00+00:00,Short,16813.62891,-19.43359375,0,-19.43359375,11841.35352,,,,
2024-01-12 20:30:00+00:00,Long,16829.48438,-15.85546875,-15.85546875,0,11825.49805,,,,
2024-01-16 14:30:00+00:00,Short,16860.5957,31.11132813,0,31.11132813,11856.60938,,,,
2024-01-16 17:30:00+00:00,Long,16798.78516,61.81054688,61.81054688,0,11918.41992,,,,
2024-01-18 15:30:00+00:00,Short,16956.80273,158.0175781,0,158.0175781,12076.4375,,,,
2024-01-18 16:30:00+00:00,Long,16894.96875,61.83398438,61.83398438,0,12138.27148,,,,
2024-01-18 18:30:00+00:00,Short,16963.91406,68.9453125,0,68.9453125,12207.2168,,,,
2024-01-25 18:30:00+00:00,Long,17457.44531,-493.53125,-493.53125,0,11713.68555,,,,
2024-01-26 19:30:00+00:00,Short,17425.80859,-31.63671875,0,-31.63671875,11682.04883,,,,
2024-01-26 20:30:00+00:00,Long,17417.16992,8.638671875,8.638671875,0,11690.6875,,,,
2024-01-29 16:30:00+00:00,Short,17482.76758,65.59765625,0,65.59765625,11756.28516,,,,
2024-01-31 14:30:00+00:00,Long,17222.7793,259.9882813,259.9882813,0,12016.27344,,,,
2024-02-02 14:30:00+00:00,Short,17491.51758,268.7382813,0,268.7382813,12285.01172,,,,
2024-02-06 16:30:00+00:00,Long,17514.07617,-22.55859375,-22.55859375,0,12262.45313,,,,
2024-02-06 17:30:00+00:00,Short,17519.28906,5.212890625,0,5.212890625,12267.66602,,,,
2024-02-06 18:30:00+00:00,Long,17507.81836,11.47070313,11.47070313,0,12279.13672,,,,
2024-02-06 20:30:00+00:00,Short,17571.66406,63.84570313,0,63.84570313,12342.98242,,,,
2024-02-13 14:30:00+00:00,Long,17665.53906,-93.875,-93.875,0,12249.10742,,,,
2024-02-15 14:30:00+00:00,Short,17756.03516,90.49609375,0,90.49609375,12339.60352,,,,
2024-02-20 14:30:00+00:00,Long,17450.17773,305.8574219,305.8574219,0,12645.46094,,,,
2024-02-22 14:30:00+00:00,Short,17902.21094,452.0332031,0,452.0332031,13097.49414,,,,
2024-02-26 18:30:00+00:00,Long,17985.26563,-83.0546875,-83.0546875,0,13014.43945,,,,
2024-02-26 19:30:00+00:00,Short,17968.4668,-16.79882813,0,-16.79882813,12997.64063,,,,
2024-02-27 15:30:00+00:00,Long,17934.92383,33.54296875,33.54296875,0,13031.18359,,,,
2024-02-27 18:30:00+00:00,Short,17962.25,27.32617188,0,27.32617188,13058.50977,,,,
2024-02-28 14:30:00+00:00,Long,17859.89648,102.3535156,102.3535156,0,13160.86328,,,,
2024-02-28 17:30:00+00:00,Short,17897.55859,37.66210938,0,37.66210938,13198.52539,,,,
2024-02-28 18:30:00+00:00,Long,17870.32813,27.23046875,27.23046875,0,13225.75586,,,,
2024-02-28 20:30:00+00:00,Short,17876.80664,6.478515625,0,6.478515625,13232.23438,,,,
2024-02-29 14:30:00+00:00,Long,17979.08008,-102.2734375,-102.2734375,0,13129.96094,,,,
2024-02-29 17:30:00+00:00,Short,18004.62695,25.546875,0,25.546875,13155.50781,,,,
2024-02-29 18:30:00+00:00,Long,17987.13281,17.49414063,17.49414063,0,13173.00195,,,,
2024-03-01 14:30:00+00:00,Short,18143.85742,156.7246094,0,156.7246094,13329.72656,,,,
2024-03-05 14:30:00+00:00,Long,17931.23047,212.6269531,212.6269531,0,13542.35352,,,,
2024-03-07 14:30:00+00:00,Short,18217.00977,285.7792969,0,285.7792969,13828.13281,,,,
2024-03-11 13:30:00+00:00,Long,17910.88281,306.1269531,306.1269531,0,14134.25977,,,,
2024-03-12 14:30:00+00:00,Short,18193.14258,282.2597656,0,282.2597656,14416.51953,,,,
2024-03-12 15:30:00+00:00,Long,18124.39453,68.74804688,68.74804688,0,14485.26758,,,,
2024-03-12 16:30:00+00:00,Short,18122.94531,-1.44921875,0,-1.44921875,14483.81836,,,,
2024-03-14 13:30:00+00:00,Long,18062.01563,60.9296875,60.9296875,0,14544.74805,,,,
2024-03-18 13:30:00+00:00,Short,18112.51758,50.50195313,0,50.50195313,14595.25,,,,
2024-03-18 19:30:00+00:00,Long,17984.27539,128.2421875,128.2421875,0,14723.49219,,,,
2024-03-19 14:30:00+00:00,Short,17885.13477,-99.140625,0,-99.140625,14624.35156,,,,
2024-03-20 13:30:00+00:00,Long,18052.16992,-167.0351563,-167.0351563,0,14457.31641,,,,
2024-03-20 15:30:00+00:00,Short,18036.73047,-15.43945313,0,-15.43945313,14441.87695,,,,
2024-03-20 16:30:00+00:00,Long,18021.07617,15.65429688,15.65429688,0,14457.53125,,,,
2024-03-20 17:30:00+00:00,Short,18121.91992,100.84375,0,100.84375,14558.375,,,,
2024-03-22 18:30:00+00:00,Long,18335.1582,-213.2382813,-213.2382813,0,14345.13672,,,,
2024-03-26 13:30:00+00:00,Short,18330.90039,-4.2578125,0,-4.2578125,14340.87891,,,,
2024-03-26 16:30:00+00:00,Long,18320.82422,10.07617188,10.07617188,0,14350.95508,,,,
2024-03-27 13:30:00+00:00,Short,18193.67383,-127.1503906,0,-127.1503906,14223.80469,,,,
2024-04-01 15:30:00+00:00,Long,18264.74414,-71.0703125,-71.0703125,0,14152.73438,,,,
2024-04-04 13:30:00+00:00,Short,18306.26172,41.51757813,0,41.51757813,14194.25195,,,,
2024-04-04 17:30:00+00:00,Long,18138.26758,167.9941406,167.9941406,0,14362.24609,,,,
2024-04-08 17:30:00+00:00,Short,18121.73242,-16.53515625,0,-16.53515625,14345.71094,,,,
2024-04-10 13:30:00+00:00,Long,17996.95117,124.78125,124.78125,0,14470.49219,,,,
2024-04-11 16:30:00+00:00,Short,18233.23633,236.2851563,0,236.2851563,14706.77734,,,,
2024-04-12 13:30:00+00:00,Long,18105.65234,127.5839844,127.5839844,0,14834.36133,,,,
2024-04-17 17:30:00+00:00,Short,17553.375,-552.2773438,0,-552.2773438,14282.08398,,,,
2024-04-17 18:30:00+00:00,Long,17494.33008,59.04492188,59.04492188,0,14341.12891,,,,
2024-04-22 16:30:00+00:00,Short,17199.375,-294.9550781,0,-294.9550781,14046.17383,,,,
2024-04-25 13:30:00+00:00,Long,17306.91211,-107.5371094,-107.5371094,0,13938.63672,,,,
2024-04-25 18:30:00+00:00,Short,17468.94727,162.0351563,0,162.0351563,14100.67188,,,,
2024-04-30 13:30:00+00:00,Long,17710.95898,-242.0117188,-242.0117188,0,13858.66016,,,,
2024-05-02 16:30:00+00:00,Short,17496.13477,-214.8242188,0,-214.8242188,13643.83594,,,,
2024-05-08 16:30:00+00:00,Long,18043.08984,-546.9550781,-546.9550781,0,13096.88086,,,,
2024-05-09 14:30:00+00:00,Short,18128.82617,85.73632813,0,85.73632813,13182.61719,,,,
2024-05-14 16:30:00+00:00,Long,18227.77148,-98.9453125,-98.9453125,0,13083.67188,,,,
2024-05-14 17:30:00+00:00,Short,18283.20117,55.4296875,0,55.4296875,13139.10156,,,,
2024-05-17 16:30:00+00:00,Long,18534.31641,-251.1152344,-251.1152344,0,12887.98633,,,,
2024-05-20 13:30:00+00:00,Short,18663.86719,129.5507813,0,129.5507813,13017.53711,,,,
2024-05-20 14:30:00+00:00,Long,18664.29883,-0.431640625,-0.431640625,0,13017.10547,,,,
2024-05-20 16:30:00+00:00,Short,18659.16406,-5.134765625,0,-5.134765625,13011.9707,,,,
2024-05-20 17:30:00+00:00,Long,18660.44336,-1.279296875,-1.279296875,0,13010.69141,,,,
2024-05-20 19:30:00+00:00,Short,18677.91406,17.47070313,0,17.47070313,13028.16211,,,,
2024-05-21 13:30:00+00:00,Long,18646.62695,31.28710938,31.28710938,0,13059.44922,,,,
2024-05-21 16:30:00+00:00,Short,18671.15625,24.52929688,0,24.52929688,13083.97852,,,,
2024-05-22 13:30:00+00:00,Long,18735.70313,-64.546875,-64.546875,0,13019.43164,,,,
2024-05-22 14:30:00+00:00,Short,18752.65234,16.94921875,0,16.94921875,13036.38086,,,,
2024-05-22 17:30:00+00:00,Long,18613.45898,139.1933594,139.1933594,0,13175.57422,,,,
2024-05-31 19:30:00+00:00,Short,18540.81641,-72.64257813,0,-72.64257813,13102.93164,,,,
2024-06-03 16:30:00+00:00,Long,18479.81055,61.00585938,61.00585938,0,13163.9375,,,,
2024-06-03 17:30:00+00:00,Short,18494.45703,14.64648438,0,14.64648438,13178.58398,,,,
2024-06-07 17:30:00+00:00,Long,19009.34766,-514.890625,-514.890625,0,12663.69336,,,,
2024-06-10 17:30:00+00:00,Short,19016.32617,6.978515625,0,6.978515625,12670.67188,,,,
2024-06-11 13:30:00+00:00,Long,19054.94922,-38.62304688,-38.62304688,0,12632.04883,,,,
2024-06-11 17:30:00+00:00,Short,19178.25391,123.3046875,0,123.3046875,12755.35352,,,,
2024-06-14 13:30:00+00:00,Long,19606.37305,-428.1191406,-428.1191406,0,12327.23438,,,,
2024-06-17 15:30:00+00:00,Short,19796.29492,189.921875,0,189.921875,12517.15625,,,,
